date,GWL,P,T,EV,NDVI
28/02/2012,188.2,7.443860918,23.52,96.25,0.60795
28/03/2012,188.23,12.5105812,31.235,86,0.43665
28/04/2012,188.22,64.06433702,32.337,115.667,0.35525
28/05/2012,188.19,3.985873763,41.003,59,0.2635
28/06/2012,188.19,2.644614475,41.9,68.5,0.237
28/07/2012,188.17,0.213504629,43.145,50.25,0.21715
28/08/2012,188.17,0.327752533,44.285,38.75,0.2235
28/09/2012,188.52,22.97755927,42.08,54.75,0.23685
28/10/2012,188.24,98.09488428,37.343,70.333,0.2245
28/11/2012,188.3,100.6149602,21.99,71.667,0.5409
28/12/2012,188.3,14.80119985,20.78,89,0.6637
28/01/2013,188.36,41.85912305,20.06,103.25,0.6528
28/02/2013,188.35,18.82350549,20.54,142,0.6735
28/03/2013,188.37,96.1870147,20.423,181.5,0.65595
28/04/2013,188.33,44.45468813,29.343,146.667,0.4972
28/05/2013,188.32,16.36482503,34.02,98.5,0.2554
28/06/2013,188.3,0.455653884,42.18,72.75,0.2345
28/07/2013,188.16,0.274228371,45.7,52,0.24105
28/08/2013,188.08,0.747189386,45.395,39,0.24435
28/09/2013,188.06,15.88022232,41.557,72.5,0.2437
28/10/2013,188.12,10.49856884,35.337,53.5,0.2418
28/11/2013,188.1,36.42021149,26.735,38.667,0.2671
28/12/2013,188.1,23.05307668,23.65,41.667,0.4221
28/01/2014,188.03,94.50109613,20.355,95,0.57015
28/02/2014,188.04,31.79803848,20.935,155.667,0.6984
28/03/2014,187.98,26.25335634,26.62,168.25,0.61335
28/04/2014,187.97,56.71075523,32.523,121,0.4114
28/05/2014,187.96,6.20457834,38.89,77.75,0.25165
28/06/2014,187.93,1.440285749,42.41,72.25,0.2202
28/07/2014,187.92,1.004398484,44.1,69.5,0.22505
28/08/2014,187.91,1.059321935,43.15,47.25,0.22835
28/09/2014,187.65,9.034824595,41.017,51.333,0.2266
28/10/2014,187.64,8.812095948,40.33,40.5,0.2341
28/11/2014,187.75,177.9255581,25.143,81,0.35855
28/12/2014,187.73,63.41523331,18.54,76.333,0.6219
28/01/2015,187.83,59.90964907,17.905,102.75,0.68555
28/02/2015,187.84,22.19520852,19.185,145,0.6989
28/03/2015,188,65.33122373,25.77,177.75,0.6145
28/04/2015,187.85,2.489998732,30.497,165.5,0.45075
28/05/2015,187.75,11.1414424,38.635,73.667,0.30205
28/06/2015,187.59,1.304382244,43.865,56.25,0.24355
28/07/2015,187.65,1.437391095,43.83,59.25,0.23625
28/08/2015,187.64,6.111288518,40.035,84.667,0.2324
28/09/2015,187.52,8.404858857,41.09,70,0.2401
28/10/2015,187.5,45.03008732,34.803,70,0.2873
28/11/2015,187.45,21.95686609,29.445,44.5,0.3895
28/12/2015,187.43,4.097254962,27.675,47,0.55475
28/01/2016,187.37,25.59599555,25.2,66.5,0.5158
28/02/2016,187.34,56.95704639,27.285,79,0.4475
28/03/2016,187.34,50.66949713,28.39,121,0.49325
28/04/2016,187.29,17.42921948,36.33,108.333,0.4147
28/05/2016,187.24,58.95833069,38.11,109,0.2758
28/06/2016,187.24,2.003409259,45.37,74,0.22845
28/07/2016,187.14,1.720014157,45.525,55.5,0.23335
28/08/2016,187.02,0.906290797,46.21,35.75,0.22685
28/09/2016,187.12,2.182316333,42.62,50,0.22055
28/10/2016,187.11,17.45575941,37.65,62.667,0.2189
28/11/2016,187.03,86.31056249,26.43,63,0.2974
28/12/2016,187.07,78.67919326,21.95,59.25,0.49455
28/01/2017,187.05,46.08095661,19.31,88.667,0.60685
28/02/2017,187.06,99.74181533,18.835,172.333,0.7353
28/03/2017,187.13,33.32548651,26.07,243,0.60805
28/04/2017,187.1,6.814835295,33.497,110.667,0.32575
28/05/2017,186.97,7.882657394,38.795,102,0.2345
28/06/2017,186.96,2.939125177,45.235,62,0.22225
28/07/2017,186.88,0.202322004,45.005,61.25,0.2239
28/08/2017,186.77,0.89478296,44.075,42.25,0.22895
28/09/2017,186.77,1.900276523,41.69,50,0.2411
28/10/2017,186.79,11.05559644,39.13,37.333,0.2273
28/11/2017,186.8,24.78848487,33.26,27.25,0.2396
28/12/2017,186.8,63.52413565,21.615,51,0.3345
28/01/2018,186.8,93.61505485,18.885,80.25,0.54525
28/02/2018,186.8,87.71435559,19.315,154.75,0.66595
28/03/2018,186.84,107.6777465,21.36,213.667,0.72
28/04/2018,186.87,60.66941679,23.483,202,0.55585
28/05/2018,186.86,11.46849862,30.725,186,0.3351
28/06/2018,186.8,0.867150036,40.115,156.25,0.2585
28/07/2018,186.7,0.155420536,41.135,90,0.23615
28/08/2018,186.67,1.496006403,44.6,53,0.23685
28/09/2018,186.67,29.51606601,40.377,60.667,0.2533
28/10/2018,186.7,82.21933955,31.277,73.667,0.3331
28/11/2018,186.61,94.51667905,23.27,82,0.53695
28/12/2018,186.6,10.45211448,23.92,81.75,0.65465
28/01/2019,186.55,17.68338253,21.945,82.5,0.63235
28/02/2019,186.56,32.64799029,26.455,123.5,0.6213
28/03/2019,186.57,30.03616315,31.67,87.667,0.4098
28/04/2019,186.52,20.28393209,36.703,96.333,0.2944
28/05/2019,186.5,6.357350506,43.95,65.25,0.239
28/06/2019,186.47,0.548230795,44.955,94.75,0.23735
28/07/2019,186.44,0.398240011,44.265,104.5,0.2244
28/08/2019,186.16,1.50060486,45.315,49.5,0.23735
28/09/2019,186.37,2.57583797,42.517,46.333,0.2342
28/10/2019,186.35,23.18700117,38.323,46.333,0.2376
28/11/2019,186.42,27.15984464,27.295,65.5,0.2886
28/12/2019,186.44,66.65580118,24.695,71,0.49735
28/01/2020,186.29,21.72319713,24.525,90.75,0.57555
28/02/2020,186.29,0.910849012,33.095,94.333,0.53035
28/03/2020,186.2,17.27017339,36.34,86.75,0.30315
28/04/2020,186.19,18.23330954,35.077,74,0.25205
28/05/2020,186.15,42.86875901,44.037,70.333,0.2431
28/06/2020,185.93,1.587795049,43.87,83.5,0.2476
28/07/2020,185.93,1.174384165,46.44,51.5,0.2292
28/08/2020,186.05,0.490592269,45.325,58.25,0.2234
,,,42.495,48.25,0.22805
,,,37.177,50,0.2178
,,,32.383,41,0.2401
,,,24.985,70.333,0.4283
,,,18.785,,0.59245
,,,20.915,,0.6974
,,,23.87,,0.66105
,,,32.15,,0.34925
,,,36.75,,0.25345
,,,42.485,,0.2185
,,,43.65,,0.23165
,,,44.53,,0.22535
,,,42.303,,0.23
,,,39.123,,0.2439
,,,28.49,,0.2521
,,,24.945,,0.38355
,,,27.46,,0.4285
,,,32.05,,0.3653
,,,24.05,,0.40995
,,,37.34,,0.449
,,,43.88,,0.26695
,,,43.505,,0.21715
,,,48.705,,0.2449
,,,44.74,,0.2482
,,,40.43,,0.2478
,,,39.57,,0.2151
,,,33.55,,0.23305
,,,22.64,,0.4372
,,,,,0.5465
,,,,,0.5633
